,PC1,PC2,labels,center
61,-0.7764067300428242,-0.10450850118381687,center2,center2
62,0.2036150860670737,0.22383026109284593,center2,center2
63,1.736132138254606,-0.4232632936240118,center0,center0
64,2.038613530675569,0.29471685089645383,center0,center0
65,-0.17584860945232447,0.03492074730112475,center2,center2
66,-0.26485348865898545,-0.4483195655462095,center2,center2
67,2.309102511716159,-0.11330473371076094,center0,center0
68,-0.1870613398619099,0.2904867587577412,center2,center2
69,-1.7815659440797038,-0.05698224680244991,center1,center1
70,1.5979681642422503,-0.30702244620201613,center0,center0
71,2.070624713084461,0.10689453940819982,center0,center0
72,1.8031875873410015,0.42762489528207626,center0,center0
73,-1.702416710144463,0.21634905282004865,center1,center1
74,1.6684711976942848,-0.23091334764494198,center0,center0
75,-0.5749835877332559,0.3811303642363191,center1,center2
76,0.06368051039498451,-0.8989797924221478,center2,center2
77,2.1255496326405825,-0.2547642023057742,center0,center0
78,1.982988023588324,0.43495939924609317,center0,center0
79,-1.0301018456996605,0.4091275975675047,center1,center1
80,-1.432316569463587,-0.13005196730355215,center1,center1
81,-1.793560018438919,0.10917221332775189,center1,center1
82,1.9838847719681172,0.03983363536322366,center0,center0
83,-1.1352625469633866,0.1609823867526778,center1,center1
84,1.8947118758159829,0.2076569214077245,center0,center0
85,-0.11151106568907955,-1.2133754130989083,center2,center2
86,-1.6339857301449994,-0.7355013553224485,center1,center1
87,-1.492147407499934,-0.08675876066915367,center1,center1
88,1.7996765586945935,-0.10260955049786176,center0,center0
89,-1.393786447337748,-0.17093679922737623,center1,center1
90,-0.08705133594914927,-0.1194889974105443,center2,center2
91,2.0763687506576067,0.8034443565229256,center0,center0
92,-2.2730583704643386,0.4075025104899132,center1,center1
93,0.21607005314806854,-0.04572856117663471,center2,center2
94,-1.6103732289788582,0.05245762080077532,center1,center1
95,0.1256881113183961,-0.15902132746371853,center2,center2
96,-1.9425857457858282,-0.30545598432912163,center1,center1
97,-2.0535125882292338,0.2745143334218592,center1,center1
98,0.09469666371008006,0.25035281617922245,center2,center2
99,0.03880046327722075,0.4389269047595597,center2,center2
100,-1.244924621984974,0.4064962831900394,center1,center1
101,-0.7636545744022866,0.04492111904767674,center2,center2
102,1.5760201642398546,0.747787576985032,center0,center0
103,-0.896556812606346,0.07365178116106735,center2,center2
104,-0.7819768677635697,0.09679288794474546,center2,center2
105,1.2285667183707274,-0.7371730466312839,center0,center0
106,2.04783792547551,-0.10307776911430366,center0,center0
107,-1.487863596318414,-0.001116597400910907,center1,center1
108,0.05957860786952423,0.1030935403352704,center2,center2
109,-1.5312618839559264,0.17594681836490794,center1,center1
110,-0.785827306948645,0.4071353803304432,center2,center2
111,-1.8464210301817021,0.6784625350027828,center1,center1
112,-0.6459304483503763,-0.15210887870314704,center2,center2
113,1.6364501410095196,-0.4412825124356124,center0,center0
114,-1.0850327372813287,0.2861235119057684,center1,center1
115,1.9471585748399665,-0.20405698191160443,center0,center0
116,-0.5793668193577578,0.14738958095057528,center2,center2
117,-1.5427756045564063,0.5585988679546172,center1,center1
118,-1.479799934384738,-0.25743611082769435,center1,center1
119,1.6388342639931024,0.059054739828113774,center0,center0
120,-1.4335404316143217,0.46802106296662577,center1,center1
121,1.9158593878313475,0.22757188554791336,center0,center0
122,-0.2940509961024239,0.46432049927086544,center2,center2
123,-1.8850748934392174,-0.11435317768670493,center1,center1
124,0.046810431218582305,-0.2623160503660563,center2,center2
125,1.584169809609194,0.189541087458486,center0,center0
126,1.341458275045899,-0.08465643800167913,center0,center0
127,-1.6478072048462389,-0.05400462405741434,center1,center1
128,-0.7397038915508509,0.3020680600443282,center2,center2
129,-1.2277768400359383,0.6942965718807155,center1,center1
130,-0.36953219234139983,-0.4243224754569306,center2,center2
131,-1.4735072834675584,-0.14681558733301261,center1,center1
132,1.579938626443119,0.2800557050386455,center0,center0
133,0.02605730962933123,-0.14498726460469727,center2,center2
134,0.20357776008769565,0.14363732820572664,center2,center2
135,-1.7309319900689384,0.2895900775749551,center1,center1
136,0.0316796735910821,0.09584358535869492,center2,center2
137,-1.730709749169258,0.4288478142546732,center1,center1
138,-1.526399893174437,0.2024203852552944,center1,center1
139,-2.372331162576224,-0.5252158629182954,center1,center1
140,-0.10267317555593951,0.2669856175900641,center2,center2
141,1.6375158879998792,-0.04116503382810153,center0,center0
142,1.413351430604333,0.014072494992590057,center0,center0
143,-0.04869201820041518,-0.12404795512355325,center2,center2
144,-1.4821435018495117,0.1316316001023786,center1,center1
145,0.06853609500238789,0.43744480829597215,center2,center2
146,1.338675086065783,-0.03320138365188585,center0,center0
147,-1.2416623616890015,-0.4494116809609117,center1,center1
148,0.2055690466398849,0.10386137872744117,center2,center2
149,1.4836712580039437,-0.31385128327954587,center0,center0
150,0.20526580050147403,-0.0943320954932168,center2,center2
151,-0.8779859087262468,-0.15527789147756263,center1,center2
152,-0.08211498827923477,0.0014891879784859339,center2,center2
153,-0.977166970157368,-0.02984017842842554,center1,center1
154,1.8548470848383327,-0.08834655989218979,center0,center0
155,-0.9585499686106467,-0.7480943362251713,center2,center2
156,-0.40601515344832445,-0.07701241961120411,center2,center2
157,-1.0941219948971057,0.3579052411659125,center1,center1
158,0.14989747567888392,0.3535409591045943,center2,center2
159,-1.8965085916457975,0.7395465331925708,center1,center1
160,-1.7040219889197048,-0.11459022064928664,center1,center1
161,1.3700504089510528,0.026265408892023074,center0,center0
162,2.236184454271839,-0.2020365672377351,center0,center0
163,-0.6163857029822895,-0.3914318204379965,center2,center2
164,1.917851079182583,0.15135595591160275,center0,center0
165,-1.4795559771144733,0.11150641298798608,center1,center1
166,-0.6318409225690057,-0.14776239405367833,center2,center2
167,2.1029940645523206,-0.265815914575839,center0,center0
168,2.117632371417962,-0.007263640919711998,center0,center0
169,-1.5796093273594967,-0.2275070322499275,center1,center1
170,1.7083646855822494,-0.07567095080794997,center0,center0
171,-1.213474913217746,-0.204319310543906,center1,center1
172,-1.0316622479135433,0.18839239143219597,center1,center1
173,1.6892854751615407,0.10032788520847695,center0,center0
174,1.731974504490882,0.23486127475157598,center0,center0
175,1.9811884002547597,-0.41207216895337284,center0,center0
176,-0.3872927331955208,-0.240767792638629,center2,center2
177,-0.9309702539149624,-0.3464859875695133,center1,center2
178,-0.1989058758439799,-0.3671313446416162,center2,center2
179,0.3920370770055142,-0.2744158210702196,center2,center2
180,1.8531581063791014,-0.30854238574485965,center0,center0
181,-1.958816744744522,0.19610343529392718,center1,center1
182,2.2121037601070777,-0.2995923610841953,center0,center0
183,-1.8220061978506443,0.16889250510481163,center1,center1
184,0.8559659875376845,0.17201202498319831,center0,center0
185,2.27170318355612,0.5632932448218847,center0,center0
186,1.9592252471819376,0.8069614231172721,center0,center0
187,0.2613706705534126,0.29687448779373643,center2,center2
188,-1.3369988142332323,0.6749464825933567,center1,center1
189,0.1649829033960491,0.18846035874677378,center2,center2
190,-1.4333456471331614,-0.2523611115584685,center1,center1
191,1.5693121312947138,0.026288535895955995,center0,center0
192,1.6776685983178072,0.1431376264682322,center0,center0
193,1.7578819286455898,0.053264528209676296,center0,center0
194,2.356473562049812,-0.015267698631815069,center0,center0
195,-1.587443757097303,0.2954041863111549,center1,center1
196,1.6004174127436024,-0.1799517605562956,center0,center0
197,-1.327296228165371,-0.592531702252642,center1,center1
198,1.9334238885554833,0.27363734261211553,center0,center0
199,1.5755520837490322,0.36503718081629954,center0,center0
200,-0.3359663285216922,0.29815672033143287,center2,center2
201,-0.4108363139795082,0.060015768259346486,center2,center2
202,-1.8234034984670704,0.012034063853806324,center1,center1
203,-0.12474510903255442,0.2526317037134093,center2,center2
204,0.01260390564555541,-0.08591326995539114,center2,center2
205,1.188305222760076,-0.2796712527332213,center0,center0
206,0.15358598050090544,0.01794009896482823,center2,center2
207,-0.48637717605345254,0.3633420338528734,center2,center2
208,-0.892801463228886,-0.5957366789332394,center2,center2
209,-1.5762267164247026,-0.037056138892965364,center1,center1
210,1.2028549380792146,0.23065360807778823,center0,center0
211,-1.272321162846224,0.1888188226740583,center1,center1
212,0.18429836390364773,-0.5610723174176144,center2,center2
213,1.3705002987331467,-0.45583768996749285,center0,center0
214,-0.2882320101498832,-0.3656890800301771,center2,center2
215,1.7093896374004613,-0.28982045866607176,center0,center0
216,-0.13916185031007078,-1.1452962310910582,center2,center2
217,-1.5200322815006704,-0.38802962880410935,center1,center1
218,1.6870891988624126,0.02477458963397099,center0,center0
219,1.5180151386518237,0.3273145429895278,center0,center0
220,-1.2052380782635232,0.17144499849900488,center1,center1
221,-0.13304205383075773,-0.9979328498856959,center2,center2
222,-1.125573113619767,0.014629233415705774,center1,center1
223,1.7832759991884757,-0.13737558482180495,center0,center0
224,-0.07134480811380313,0.39331314581648275,center2,center2
225,1.9832739256984409,0.06952198831412476,center0,center0
226,-1.4237101991463632,-1.1284425670065805,center1,center1
227,1.5957293499154799,0.36522471891478553,center0,center0
228,1.2027077927048604,-0.021452996081938912,center0,center0
229,-0.6349499429087283,-0.09661938912448825,center2,center2
230,1.8396715232257275,0.449711748061028,center0,center0
231,-0.3032021508839537,-0.15515486020950173,center1,center2
232,-0.5023304902350371,0.03466063243283417,center2,center2
233,-0.6924251668110935,-0.28999984076317087,center2,center2
234,1.8278105972959335,0.22857962795445105,center0,center0
235,-0.38312372747338297,0.29129383779045154,center2,center2
236,-1.4873080050774246,0.48498790749794196,center1,center1
237,-0.5389680327559059,-0.049956268069873334,center2,center2
238,-0.1565834876121234,-0.15188775578725155,center2,center2
239,1.8801514395381325,0.6548915200217059,center0,center0
240,-0.5674063457135867,-0.19800076310259593,center2,center2
241,2.177114097208487,0.038394125582448466,center0,center0
242,-0.49407117514186577,0.39395130441607307,center2,center2
243,-0.6979405847525311,0.15195536650203006,center1,center2
244,1.6469006149571646,-0.2162889040418451,center0,center0
245,0.07974507203575204,-0.19796914791750042,center2,center2
246,1.9178055565645176,0.1330225065830169,center0,center0
247,2.185863922630376,-0.27418538812379134,center0,center0
248,2.2092724076643435,0.1731634800633038,center0,center0
249,-1.72738133844295,0.17258945331979827,center1,center1
250,2.407230542957508,0.21702655107998475,center0,center0
251,-0.10848294836700921,-0.10003350105717383,center2,center2
252,-0.9666625982254732,0.5977463024664726,center1,center1
253,-0.7871917670253509,-0.0850388508823163,center2,center2
254,1.4474122413759358,0.47690855716117747,center0,center0
255,-0.920751488276626,0.11392553185840375,center2,center1
256,-1.425484213095652,0.3714156549997013,center1,center1
257,0.1113448460494654,0.4399436030528935,center2,center2
258,-1.7841771455003874,-0.36929322234939665,center1,center1
259,1.7823322542106896,-0.09420967476364654,center0,center0
260,-1.9433778363121341,-0.12395042612294223,center1,center1
261,0.10834148081324536,-0.4723786805399257,center2,center2
262,2.018556508916822,-0.5296033586685135,center0,center0
263,-2.0486141191909013,0.24723587490269605,center1,center1
264,-0.6270433792970816,-0.04200473363466337,center2,center2
265,0.9611349729896688,-0.40085626002651753,center0,center0
266,1.7616177687006975,-0.2104394890189989,center0,center0
267,-1.3075103768176881,0.32407372571633475,center1,center1
268,-1.8814748743912653,-0.2998724958869411,center1,center1
269,-0.01726541737560812,0.5358656434874631,center2,center2
270,0.007881262653339695,-0.4233299746390625,center2,center2
271,1.906674581405475,0.16192413597286787,center0,center0
272,-0.5145182843427822,0.055056787524092855,center2,center2
273,0.2806306740751458,-0.4999310192950756,center2,center2
274,1.5207814056329667,0.06360081029536117,center0,center0
275,-0.1410701214308131,-0.22054001976243556,center2,center2
276,0.37477827707696065,-0.08337514920246451,center2,center2
277,-0.05847534832297752,-0.1668609588429778,center2,center2
278,1.6057443144785466,0.053620511386264474,center0,center0
279,-0.5773713577506774,0.15685257391570523,center2,center2
280,1.5955089302943264,-0.29951408108423233,center0,center0
281,0.09934328476932093,-0.1570373701944095,center2,center2
282,-1.8357540140260646,0.06617768472396385,center1,center1
283,-0.1391612383586652,0.613753014221396,center2,center2
284,0.3316810568262358,0.32469064987573615,center2,center2
285,-1.1243508779869047,-0.03248279866121014,center1,center1
286,0.11638046566450226,0.11241526475954883,center2,center2
287,-1.161481582346439,0.2988854444485678,center1,center1
288,-0.0805792774590905,-0.7539237203898714,center2,center2
289,-0.6166646264577114,-0.5701872524373988,center2,center2
290,-0.8854821706206366,-0.20475053969007,center1,center2
291,-1.0533800206193207,0.004353897597665707,center1,center1
292,1.3486903145729952,-0.19040603508393358,center0,center0
293,-1.5354348622853415,-0.37923673901923755,center1,center1
294,-1.2926540607820585,-0.22214890533173168,center1,center1
295,2.574590877451031,-0.1861313431260209,center0,center0
296,-1.8087794279374225,-0.2880761070909157,center1,center1
297,-0.4421162171413203,-0.481034238174836,center2,center2
298,-0.1040463724390336,-0.2558987334135237,center2,center2
299,-0.906763352007958,-0.09639014283867,center2,center2
