,PC1,PC2,labels,center
109,-0.6464661218664699,-0.6382104695232563,center3,center6
110,0.575626364854861,0.9360132248504996,center4,center0
111,0.47124779482147855,1.2692999426163027,center4,center0
112,0.20669663166933172,0.7120485575802392,center0,center0
113,-0.46671620235124817,-0.3029400638915666,center9,center6
114,0.21677200660990867,0.24261268470195244,center0,center6
115,-0.8327987088515842,-1.5053251155048692,center2,center5
116,-0.02402606869375353,0.9089084659321728,center0,center0
117,-0.23839731710030956,-0.07196873751491628,center9,center6
118,2.3705199152220895,-0.2597783702537975,center1,center9
119,-1.069111185814833,-0.6450245525941652,center9,center6
120,-0.9027496186765667,0.45233473825257703,center3,center7
121,-0.9061162858901155,0.1733545707808125,center8,center6
122,-0.1381156399646183,-1.4377026047763801,center2,center5
123,-1.4846534495197428,0.6765257572659238,center7,center7
124,-1.1038097458832243,-0.2957209030843143,center8,center6
125,0.2294089114683773,-1.3980278228422067,center2,center5
126,2.0434473595450564,0.43918521945797145,center1,center2
127,-1.4542844191383006,0.14496603777462505,center8,center7
128,0.1480722373677595,0.6518252751723016,center5,center0
129,-0.4317418224156892,-1.0205377532667101,center6,center5
130,2.7765255466685486,-0.776784667149742,center1,center9
131,-0.12169319257500555,-1.560361420362163,center2,center5
132,0.11017042868505127,1.048862420248948,center5,center0
133,-0.13121736304004866,0.6385249268295626,center3,center0
134,-1.030112758330724,-0.6905390233227431,center9,center6
135,-1.2257638876446757,0.9321550055435374,center7,center7
136,-0.4394919380159901,-1.3546534337856915,center2,center5
137,-1.069493742502558,-0.07976699266932452,center9,center7
138,2.518794986253076,-0.7152858162713588,center1,center9
139,-0.21251600190144088,-1.7382956545350114,center2,center5
140,-1.3998795318041592,0.3372745290965686,center7,center7
141,-1.4879274324744434,-0.12543995884771839,center7,center7
142,-0.2944368262309648,1.2154594559403689,center0,center0
143,1.2743474832961,0.3115816313426208,center0,center0
144,2.567772940215198,-0.39567220137662484,center1,center9
145,-1.3502779094414001,-0.1559079353015299,center8,center7
146,-0.6691453278159865,0.38937480056754803,center3,center6
147,-0.9909642199391303,-0.5215458310025,center6,center6
148,1.8082984533071054,0.41017300788307565,center4,center9
149,-1.5814029031631676,0.6249773779955307,center7,center7
150,-0.09331057779575211,-1.3422129551101114,center2,center5
151,-0.4185852567875195,0.8489415539161123,center0,center0
152,0.23838462891893236,-1.3639662080436303,center6,center5
153,-0.2568512272369693,-2.1910336814190354,center2,center5
154,-1.5894163574208546,0.6241425087759933,center3,center7
155,-0.7566372597013944,0.3121717016721345,center7,center6
156,0.047969108840123946,1.0627092559331497,center5,center0
157,-0.6831806587541243,0.3760993987660512,center3,center6
158,0.28648791263999407,0.5749314919235915,center3,center0
159,1.0380271867309963,0.6846813422945792,center4,center0
160,-0.5722460930785629,-1.145167650169038,center2,center5
161,-0.4119370061181586,-1.1024112162399236,center2,center5
162,-0.08211002666954527,0.31885559141668984,center0,center6
163,-1.1162419034997568,0.3066365573070482,center8,center7
164,0.79724606517616,1.0652152493174694,center5,center0
165,-0.700173930996319,1.0094246895407049,center3,center0
166,-0.8832643574047943,0.11661800556750003,center9,center6
167,-0.28984818240526117,0.7164177292323236,center0,center0
168,-0.8267563789970096,-0.5227419562905528,center9,center6
169,0.20043260158303455,-1.6402707326521702,center2,center5
170,-1.4439263106095563,-0.12091463598467335,center8,center7
171,1.1488016932190388,0.9539899614749453,center5,center0
172,1.85780168902396,-0.3797909334285041,center1,center9
173,-0.9813016216716312,0.6601718267475575,center3,center7
174,-0.7181993765581799,-0.811916319988391,center3,center6
175,-1.262089311448404,0.7932233409614079,center8,center7
176,-0.3612738499885075,-1.0869539074841812,center6,center5
177,-0.1886055288831251,-0.4270767064527778,center9,center6
178,-0.11140993950982793,-1.6535012466514565,center2,center5
179,0.42997806053850063,0.6467078123246198,center0,center0
180,0.03542451844243167,-1.0628040514518604,center6,center5
181,0.5261690725950051,0.5776304190075752,center5,center0
182,0.17354674811173396,0.8408384591190595,center5,center0
183,-0.8588114948689165,0.2124840201083169,center9,center6
184,-1.1192894225101753,1.517771128466177,center5,center3
185,-0.8964616792224457,-0.12191585578502896,center8,center6
186,-1.1250143823292982,0.6038457267000731,center7,center7
187,2.466652048419234,-0.06370108762424131,center1,center2
188,0.20367785461123178,-1.4646095597003506,center2,center5
189,-0.08980398807186095,0.40958476835434315,center5,center6
190,-1.4881582117238445,0.26748306492391116,center7,center7
191,-1.2276744746196349,-0.15631002415200038,center8,center7
192,0.5256993665578574,0.23118489738296474,center0,center6
193,0.7348587188557512,1.3990616125172342,center4,center0
194,-1.3274036857625544,1.0898006047302469,center3,center7
195,-0.46966991609417513,-0.9912106399845034,center6,center5
196,0.2224848473736477,1.037514440038966,center0,center0
197,-0.5389200961943484,0.023756923472564494,center7,center6
198,0.7717415121459106,-1.4091911277463143,center2,center5
199,-1.2032172719845562,0.664319748989982,center7,center7
200,-1.0604288612827089,0.06292170402145834,center7,center7
201,-0.7668659367826967,-0.4028958007065099,center9,center6
202,-1.3044887260624198,0.48884876942119143,center7,center7
203,-1.6790987483293287,0.2155772194940895,center7,center7
204,-0.7312619750743449,-0.347783592874438,center8,center6
205,1.3199109077127669,1.2218207525762919,center4,center0
206,-0.7220292366566949,0.6365754168638926,center8,center6
207,-1.0722276402568625,-0.1942362946086463,center8,center6
208,0.790369830419737,1.096365901614781,center4,center0
209,0.214151997530718,0.4584187868046418,center5,center0
210,-0.9444187798482796,0.37346678775163644,center7,center7
211,0.03186515257920136,1.4175013643430467,center5,center0
212,0.10797257900587871,0.3620901286761581,center0,center6
213,-0.905801381899938,-0.027712358609281326,center9,center6
214,0.3512107916838689,0.11052140775845047,center0,center6
215,-2.0220025144848224,0.291110492705332,center8,center7
216,-0.4968339525212842,-0.5905727776428543,center9,center6
217,-0.47227664321541446,-0.10610401023251435,center9,center6
218,-1.5810049632903296,-0.2660634378375033,center8,center7
219,-0.776801990254115,0.06920748725510326,center3,center6
220,-0.3386516576697024,-1.1958986637771571,center2,center5
221,-0.8621861963803237,-0.6688432597346121,center9,center6
222,1.0192727244350424,0.8863014473914131,center4,center0
223,1.8095839657695632,-0.6365895979682331,center1,center9
224,-0.14488884088986514,-0.5657312522244821,center6,center6
225,-0.8126490447807221,0.9184072520091145,center3,center7
226,0.40784701172954,-0.3177928595366783,center5,center6
227,0.10158538082004148,0.7975175543077084,center3,center0
228,0.9031234116055206,0.5110658583102486,center0,center0
229,0.08509069218721538,-2.36624083666095,center2,center5
230,0.8200569290421128,1.3658612881598022,center4,center0
231,-1.6078752338242848,-0.602520310724457,center7,center8
232,2.771086581441148,-0.6824100826699375,center1,center9
233,-2.053134008584196,0.6838268379500473,center7,center7
234,-0.995166672854045,-0.06599585466858546,center8,center6
235,-0.9098779818488959,0.9199604560707975,center3,center7
236,1.1710634029485982,0.7689494846233242,center5,center0
237,0.4665200818724182,-1.1454117880539325,center6,center5
238,-0.5188366517243712,0.5249323534991243,center7,center6
239,1.188560276735663,0.5953206141766298,center5,center0
240,-1.8521649509272082,-0.29562257408552733,center8,center7
241,-0.4895923824049504,0.1993648201682666,center3,center6
242,0.36992150597775075,0.959445772029733,center5,center0
243,-0.5137679242402122,-1.5704373379744012,center2,center5
244,-1.6111716946478087,-0.4902493068631362,center8,center7
245,0.05209478840412187,0.6289472902590049,center0,center0
246,-0.08982067721199752,0.5866876060099059,center0,center6
247,-0.43894751680636107,-0.9334074834715977,center9,center5
248,-0.9065375600873321,0.4161642534887266,center7,center7
249,1.9166656997550167,0.44308433427447047,center1,center9
250,-0.4784537435628213,0.7053631931647831,center3,center6
251,-0.673526530200343,-1.557881760007051,center2,center5
252,-1.4145877242796727,-1.2326492093793342,center9,center8
253,-0.4035671954225058,-0.5466333336238556,center9,center6
254,0.6915757616683857,0.1296284398128628,center4,center6
255,-1.915906312297497,0.025606755488852082,center7,center7
256,-0.17343137383659238,-1.6965028952568635,center2,center5
257,-1.2733416808396885,-0.012607011150434748,center8,center7
258,0.46047766579684196,0.08442113925403738,center0,center6
259,0.2029293120793572,-1.5627256407430077,center2,center5
260,0.3164397025955022,-1.7092901795620081,center2,center5
261,2.4559289612087496,-0.9100137410484898,center1,center9
262,-1.001345898827657,-0.024871482232863836,center9,center6
263,-1.301070006117989,-0.3077894536113552,center8,center7
264,0.09518712491087943,0.4281152866005681,center5,center6
265,0.5983234246235697,1.5789707523372498,center4,center0
266,0.300569158731095,1.034432457345755,center4,center0
267,0.39137787276552133,-1.9202804114977878,center2,center5
268,-1.6338084362826941,0.18589507800301847,center8,center7
269,2.3735545593158793,-0.5343279255695286,center1,center9
270,2.3275106868325928,-0.19607794533508507,center1,center9
271,-1.1005079192647178,-0.24444878004897225,center8,center7
272,0.11760601013362444,0.7256370908352333,center0,center0
273,0.6407998295488926,0.617645045485918,center4,center0
274,0.22125705586299663,-0.715270599137591,center6,center5
275,2.449455192264619,-0.690840066767097,center1,center9
276,-0.08174707361125749,-0.5906664003301687,center6,center6
277,1.190028700144211,0.08379196591105204,center0,center9
278,-0.9162344341176213,-0.07243021573427601,center7,center6
279,1.8688943036287453,-0.7181301949189954,center1,center9
280,-1.0097143723169433,-0.004385665301646405,center8,center7
281,1.266341949253509,0.6980021026344185,center0,center0
282,1.4416185538500064,-0.5970642727765453,center1,center9
283,-0.03281856514983222,-0.3214260978465635,center6,center6
284,1.396238365943932,0.8983464884135532,center4,center0
285,1.471291668704832,0.7401363323524224,center4,center0
286,-0.9199660630226254,0.17936395627681603,center3,center6
287,-1.0836950350946164,0.5304913733109053,center8,center7
288,-1.4336280382152027,0.28405144635116425,center8,center7
289,-0.9489954781444357,0.6905517069278525,center7,center7
290,-0.05200236898406741,-1.3140152026695908,center6,center5
291,2.476308719576705,-0.4008995759301347,center1,center9
292,-0.24034111693810623,-0.9570176266190689,center6,center5
293,-1.3039367656246974,0.06836365278423247,center3,center7
294,-0.732743747110164,-0.3761452021688236,center7,center6
295,0.7499908297014495,0.9512863018154697,center5,center0
296,-0.12958805860472328,-0.8513654270492412,center6,center5
297,-1.2093922711444063,-0.03812545041702714,center7,center7
298,-0.37883700696969513,1.1193958150032521,center3,center0
299,0.5916850372482926,0.44124257213591445,center5,center0
300,-0.0022268722766764556,-0.6492894183918373,center6,center6
301,1.384073731148621,1.0133304297036234,center4,center0
302,0.8680304877827235,-1.8107211956904001,center6,center5
303,-1.8332063363938031,0.6205748997107281,center7,center7
304,-0.3297795204648867,-0.8174052221791845,center2,center6
305,2.6201122942695894,0.04762755338418877,center1,center2
306,0.24172995720807097,-0.6653982761574186,center6,center6
307,-1.0617071279796078,0.0424894704221494,center9,center7
308,-1.1273144458817699,-0.06937645806556164,center8,center7
309,2.294575541757671,-0.5495587120277408,center1,center9
310,2.448100789812827,-0.5015793252625602,center1,center9
311,-0.809643513834978,-0.38586714449517656,center9,center6
312,0.7692230385565106,0.8435105055516696,center5,center0
313,0.22382576568700943,-1.9790668191879122,center2,center5
314,2.2155650893454677,-0.5384273725206108,center1,center9
315,-0.7939842481897573,0.6715870607045653,center7,center7
316,-0.17017017708493593,-1.7342067875167084,center6,center5
317,0.12407374315094627,1.2889961554471123,center0,center0
318,2.4628345847852295,0.34979629446627586,center1,center2
319,-1.0415648044013988,0.7418229729869845,center7,center7
320,-0.16426299165730793,-1.829184727007283,center2,center5
321,2.7719655909867025,-0.5682268889308844,center1,center2
322,-0.3715360033402263,0.3002879666765536,center3,center6
323,-1.5439192332853084,0.7827133638095071,center7,center7
324,-1.6097850061581274,0.7402827242607652,center7,center7
325,0.6999738449474794,-0.9461531058405518,center6,center5
326,1.958195180983979,-0.7145115604122936,center1,center9
327,-0.5459604350336419,0.3382923212764469,center3,center6
328,-1.1236318995615113,0.4879528711040968,center7,center7
329,-0.8607803062991444,0.8654790885639662,center7,center7
330,1.72468039456858,-0.5355810386211578,center1,center9
331,-1.1366526625213862,-1.085806651124461,center2,center8
332,-0.6066912777445402,-0.6660323425487807,center9,center6
333,-1.405727423900202,0.14685696518300262,center8,center7
334,-0.487863173495195,0.8563684696375397,center3,center0
335,-0.2635411031556083,-1.0935276613089062,center6,center5
336,-2.215432389678588,-0.7174984454983877,center8,center8
337,0.4823407465101693,0.3653975130636901,center0,center0
338,0.49336244426650044,0.22745946354742577,center0,center6
339,-0.22088193784569507,0.242993554366998,center3,center6
340,0.12777197709278404,0.7562409323232976,center0,center0
341,2.390009430212361,-0.42682026599105083,center1,center9
342,-0.8177674114513236,-1.0608136553606808,center2,center5
343,-0.4494777669556876,-0.7892338591839088,center2,center6
344,-0.00424707314462487,1.3263572542466044,center5,center0
345,0.11994800685697093,-0.18289398978232702,center6,center6
346,-1.4623721948639519,0.21286435839477574,center8,center7
347,0.46293923365371153,0.5152299346126576,center0,center0
348,-0.6228449267708579,0.02421243080628195,center3,center6
349,-0.9632100539128167,0.332252781587016,center7,center7
350,-1.1075074282075263,-0.5258270269776444,center8,center6
351,0.29625482669330616,0.6286301812373907,center0,center0
352,-0.7147293109802304,0.12878236293636727,center3,center6
353,2.0421743992798165,0.03740533619004794,center1,center9
354,-1.7972138507678974,0.7787607569386372,center8,center7
355,0.9622827709759606,0.7715166426478662,center0,center0
356,1.2124707341464291,0.5494865436659591,center4,center0
357,-1.022121645147624,-0.4652740593398443,center9,center6
358,1.708679438273386,0.39544779748168196,center4,center9
359,-0.046368431412104685,0.7073690818227785,center0,center0
360,-0.8553147345676648,-0.0033183820183980864,center9,center6
361,-1.3866362897123556,0.2573076476545148,center8,center7
362,-1.3953674208394502,0.3465675187269772,center7,center7
363,2.2763229562190705,-0.557524388027472,center1,center9
364,0.6268497812491423,0.8229281517753626,center5,center0
365,-0.957168887830007,-0.09488544804484564,center9,center6
366,0.11058856814820285,1.4116228217904139,center5,center0
367,0.07164824935120719,-1.1066080581366724,center6,center5
368,1.0230444566079944,0.9866245058626284,center5,center0
369,0.8877168363392144,0.27433300776851116,center5,center0
370,0.9022269957695918,-0.22279029348244564,center4,center6
371,0.8756454950042778,0.4681675180715063,center5,center0
372,0.09141397055625226,0.8791274559558081,center0,center0
373,0.8763639415001968,0.7865966015015271,center5,center0
374,0.4955345400284036,0.23543852105588525,center0,center6
375,0.5382882260026332,0.909977409407343,center0,center0
376,0.2706306256383543,-0.22032124475301712,center3,center6
377,0.1768760543108062,0.464431665262222,center0,center0
378,-1.302120566445389,0.005742793905050458,center7,center7
379,-0.1433355642092244,1.5095438554892562,center3,center0
380,-0.03203171372972843,-0.7765071421426579,center6,center5
381,0.8919229119586094,0.7257090100879087,center5,center0
382,-0.2011537767644236,-2.0017294531064795,center2,center5
383,-0.3450564033121018,0.5722677407826359,center3,center6
384,-0.007837606920032795,0.4782056987516446,center0,center6
385,1.172383300229346,0.9960639725169569,center5,center0
386,-0.5444330050203491,0.06386398621383453,center7,center6
387,-1.0964941512086284,0.7529332561128415,center3,center7
388,-0.02853422158776598,-1.3564547697582767,center6,center5
389,0.7207603943968421,0.6416795534230312,center4,center0
390,0.7951803304772619,1.3828777391217668,center4,center0
391,2.72847331664692,-0.2156597132732303,center1,center2
392,-0.7728053315081598,-1.6873581074686743,center2,center5
393,-2.0025329463804797,0.4980896794462757,center7,center7
394,1.526665179573788,1.489857997052284,center4,center0
395,-0.7008802606160365,-0.37618783317340593,center8,center6
396,2.1314712500484063,-0.27438109310652586,center1,center9
397,-0.9766450730909464,0.5571518117294745,center7,center7
398,-1.5917752871697073,0.2373132597760056,center8,center7
399,0.15540313093979216,-0.8759962207767644,center6,center5
400,-0.2158158038963204,1.1539325205492446,center7,center0
401,-1.3172104248088718,-0.03768441930966897,center8,center7
402,0.3340513501447454,-0.6619239102936446,center6,center5
403,-1.4544138452305946,0.2555397021726443,center3,center7
404,-0.7222588277517499,0.4456233465555839,center3,center6
405,-1.2432287967042748,0.5007373513595257,center7,center7
406,0.7758223289828483,0.9153881076342522,center4,center0
407,0.018670052850298158,0.3369497850320391,center5,center6
408,-1.1943122169573632,0.44070368953259464,center3,center7
409,0.37595466681171924,-1.3775316313210355,center2,center5
410,0.5261986970645096,1.2343183681432637,center5,center0
411,0.18369701314143502,-0.9224028400009169,center2,center5
412,0.48508498588897614,1.0113919743679292,center4,center0
413,-0.38129378019957183,-1.3118149765488991,center9,center5
414,0.3662263961812745,0.9265200996993357,center0,center0
415,1.0181191843515598,0.596628172573051,center4,center0
416,-1.1659347453461795,0.5897176481699165,center7,center7
417,2.440073057153157,-0.3928289170907778,center1,center9
418,-2.0874490238071886,0.20216482463709542,center7,center7
419,-0.9142940228320865,-0.29554489406041806,center8,center6
420,-0.08629597951060664,-1.3712371085598778,center2,center5
421,2.7649145519806613,-0.9687692720457335,center1,center9
422,-0.5935576143226022,0.45618893113984166,center3,center6
423,-0.5995616064651768,-0.8606301379048529,center9,center6
424,-1.3625889571459222,0.22503561248948428,center3,center7
425,-0.16135254277431924,-0.08612819306153525,center9,center6
426,1.006593590280781,0.9315886801633393,center5,center0
427,2.2991220893167847,-0.02825959848392117,center1,center9
428,0.42139176557577634,0.5220014641697415,center5,center0
429,-1.1386178120611892,0.37400725195027185,center9,center7
430,2.1965945046969155,0.04396493157083752,center1,center9
431,-0.4231243427579741,-1.0074335158524637,center6,center5
432,0.1242135761927526,-1.0317120136436173,center6,center5
433,0.1628491714459556,0.7776730387911054,center5,center0
434,-0.13663511207250995,-1.416052164252798,center2,center5
435,0.8863656494277942,0.7844229346445104,center0,center0
436,-0.7828579012975477,-0.37926576783540095,center9,center6
437,0.4618874470593391,-0.9220558100977357,center6,center5
438,-0.5711964895961804,-0.42027353339345125,center9,center6
439,-0.7022274396294041,-0.6559006772756116,center9,center6
440,1.4835731520581346,1.3789750983225209,center4,center0
441,-1.115842948793612,0.6051376379850362,center3,center7
442,0.3834934981600677,-0.6600522841087622,center6,center5
443,-0.6627449000244028,0.13069105912862694,center9,center6
444,-0.763920442479383,0.5447927721799918,center7,center6
445,-1.5055809369646633,0.33199575220172,center8,center7
446,-0.6964587948725888,-0.3721931246999848,center9,center6
447,-1.8200613801041063,0.8362429454728407,center8,center7
448,-1.5068700733039673,0.5199775373115608,center7,center7
449,-0.1622758159670052,-1.489127964446095,center6,center5
450,-1.2097351678641743,0.38674651077008243,center7,center7
451,1.2438058820591016,1.1046659564792456,center4,center0
452,0.6849904605185435,1.295092987819772,center5,center0
453,-0.5577332550925748,0.06583410156464004,center9,center6
454,0.9632375993685813,0.023020455006335733,center0,center0
455,0.11349119849364325,0.8280244240858244,center0,center0
456,-0.9742549401125554,-0.2250656030441101,center9,center6
457,1.5501365491220749,0.9357267217140223,center4,center0
458,-0.673780265748129,-0.37399261659878374,center9,center6
459,2.4907521929782135,-0.25494768276173374,center1,center2
460,0.2399635592066966,-1.0882026041606188,center2,center5
461,1.842116423044528,-0.743950205282872,center1,center9
462,1.0976593276902933,1.3907696733498809,center4,center0
463,-1.7137519212940582,-0.20691293236498276,center7,center7
464,0.9113877096298346,0.009386432593237693,center4,center6
465,-1.0826874278522827,0.21080069713868027,center7,center7
466,-0.06134057508482826,-1.9819910320958547,center2,center5
467,0.06124523380294882,0.8436262155832263,center0,center0
468,-1.5856064617645655,0.17124697606838674,center8,center7
469,0.17015920506296967,-0.3125332579913166,center6,center6
470,-0.3482580269675981,0.5937340306809556,center0,center6
471,-1.7088578075918643,0.8788072407339498,center7,center7
472,0.08477095670031702,0.13878945854637312,center0,center6
473,0.14089726028629587,1.0391648207012814,center5,center0
474,-0.5271381366685478,-0.8911432135548104,center9,center6
475,2.687515082904512,-0.4564464202348372,center1,center2
476,-0.5155444779519301,-1.519436436804657,center2,center5
477,1.2701201715671053,0.05892760481085061,center5,center9
478,-0.47460045031999104,0.5787386617992866,center3,center6
479,-0.6736569797274747,0.2733787006442573,center9,center6
480,0.20364657400924668,1.1460087217692125,center5,center0
481,-0.5045494768740338,0.6278287705862157,center3,center6
482,0.2726175933598886,-0.7841994711692922,center2,center5
483,0.5337272075807373,1.1297209577560259,center4,center0
484,0.389855204903913,-0.9146051051946192,center6,center5
485,-0.9863231623445299,-0.3714789498371296,center9,center6
486,2.632860463949803,-0.8073690976246319,center1,center9
487,-0.4058215160390507,-1.7626193802865793,center2,center5
488,-1.1128873804592396,-0.014259925347920165,center8,center7
489,0.3057652044176226,0.8175564253982344,center5,center0
490,-0.4198895876117303,-0.6392291902923274,center6,center6
491,0.36133235281248927,0.7581664365209194,center5,center0
492,-1.1179212427292464,-0.301582667412112,center9,center7
493,-1.260429831615852,0.22448506459318526,center8,center7
494,0.3247506095476207,-1.9102030728240007,center2,center5
495,0.6230554646354973,0.971183984892112,center5,center0
496,-0.12171260348144655,-1.2501004901436268,center6,center5
497,1.32968256942328,0.8481176267466858,center4,center0
498,-0.3675078369219102,0.20556295698511615,center7,center6
499,-1.205395488151031,-0.7258450246652537,center9,center8
